id_cliente,id_producto,cantidad,monto,fecha
cliente_1009,producto_26,3,203.56,2023-11-16
cliente_1976,producto_49,8,512.12,2023-12-03
cliente_2331,producto_43,5,386.61,2024-01-16
cliente_3265,producto_10,6,306.79,2023-10-15
cliente_3241,producto_50,8,345.03,2023-11-11
cliente_3616,producto_28,10,786.52,2024-02-24
cliente_1574,producto_6,3,34.23,2023-11-07
cliente_3539,producto_14,5,137.78,2023-10-20
cliente_1054,producto_1,2,64.41,2023-07-06
cliente_1061,producto_17,7,195.85,2023-11-29
cliente_1724,producto_19,2,33.49,2024-01-07
cliente_3435,producto_33,9,848.32,2023-06-17
cliente_2632,producto_36,9,516.91,2024-06-09
cliente_2357,producto_24,10,835.12,2024-04-29
cliente_3252,producto_43,2,172.03,2023-08-28
cliente_4371,producto_10,7,559.41,2023-12-18
cliente_3429,producto_46,4,177.0,2023-06-20
cliente_3395,producto_39,6,114.07,2023-06-16
cliente_903,producto_13,6,357.18,2024-02-23
cliente_4911,producto_20,8,290.78,2023-06-26
cliente_1895,producto_33,2,179.07,2023-12-14
cliente_3385,producto_14,10,460.63,2024-04-13
cliente_1520,producto_35,1,65.72,2023-08-23
cliente_312,producto_49,7,166.17,2024-04-04
cliente_329,producto_10,9,516.41,2023-12-12
cliente_859,producto_19,2,24.58,2024-02-07
cliente_625,producto_11,7,126.98,2023-10-08
cliente_2846,producto_26,1,44.72,2023-12-05
cliente_4192,producto_14,5,161.93,2024-05-29
cliente_2965,producto_7,2,177.1,2023-11-10
cliente_783,producto_16,4,174.44,2023-08-23
cliente_220,producto_27,6,437.85,2023-09-05
cliente_2325,producto_38,4,47.94,2024-04-28
cliente_1688,producto_25,9,157.25,2024-02-10
cliente_2886,producto_46,8,795.62,2023-12-25
cliente_4270,producto_13,7,90.29,2023-12-25
cliente_218,producto_37,5,465.96,2023-10-04
cliente_349,producto_49,4,368.5,2024-06-10
cliente_3148,producto_3,3,184.06,2023-11-13
cliente_3634,producto_38,2,98.98,2023-12-13
cliente_976,producto_19,4,156.2,2024-01-01
cliente_3717,producto_44,8,135.06,2024-03-28
cliente_3961,producto_33,10,335.71,2023-12-18
cliente_2239,producto_43,2,59.99,2023-10-16
cliente_471,producto_38,8,312.28,2024-03-12
cliente_1712,producto_31,10,147.74,2023-06-19
cliente_849,producto_11,5,418.87,2024-02-14
cliente_2756,producto_8,4,366.63,2023-07-16
cliente_3243,producto_11,1,88.52,2023-07-21
cliente_2873,producto_10,2,117.94,2023-11-11
cliente_330,producto_23,2,50.46,2023-06-28
cliente_4514,producto_33,7,93.0,2024-06-13
cliente_4662,producto_16,8,436.58,2024-04-18
cliente_2576,producto_26,1,14.92,2024-05-15
cliente_3821,producto_35,5,140.11,2023-09-07
cliente_2648,producto_24,6,174.61,2024-01-27
cliente_4861,producto_29,1,62.09,2023-12-26
cliente_3524,producto_49,8,163.1,2024-03-11
cliente_2010,producto_20,1,25.64,2023-06-30
cliente_1740,producto_27,2,48.27,2024-01-30
cliente_3830,producto_22,8,658.35,2023-09-27
cliente_2402,producto_30,2,86.49,2023-07-22
cliente_3253,producto_30,2,163.49,2024-01-08
cliente_1245,producto_31,4,144.13,2024-02-04
cliente_298,producto_48,5,479.83,2023-12-16
cliente_2126,producto_26,9,232.8,2024-02-19
cliente_4092,producto_1,6,71.87,2023-10-08
cliente_2030,producto_22,6,158.08,2024-02-15
cliente_3448,producto_18,6,568.52,2023-10-25
cliente_2150,producto_15,5,410.22,2023-08-26
cliente_4363,producto_16,8,193.25,2024-03-21
cliente_4498,producto_18,8,620.12,2024-02-14
cliente_1945,producto_23,5,106.8,2024-04-17
cliente_3579,producto_50,8,390.49,2024-03-27
cliente_1859,producto_41,10,927.67,2023-07-13
cliente_1960,producto_36,3,140.43,2024-06-10
cliente_3409,producto_28,3,108.67,2024-01-27
cliente_2054,producto_49,2,27.09,2023-06-18
cliente_175,producto_4,10,738.62,2023-07-24
cliente_976,producto_47,1,51.86,2024-01-29
cliente_1824,producto_15,1,95.17,2023-12-11
cliente_1734,producto_23,3,131.01,2023-11-27
cliente_4755,producto_25,8,101.28,2023-08-30
cliente_1032,producto_49,6,430.25,2023-07-10
cliente_528,producto_8,7,428.3,2024-03-01
cliente_377,producto_38,5,197.25,2023-08-08
cliente_2225,producto_21,5,129.87,2023-08-26
cliente_1526,producto_5,6,529.11,2023-12-29
cliente_1731,producto_23,3,77.61,2023-11-13
cliente_3778,producto_32,4,40.33,2024-03-01
cliente_402,producto_45,3,194.94,2023-08-03
cliente_2115,producto_7,10,178.24,2024-05-27
cliente_1164,producto_47,3,122.01,2023-07-12
cliente_2238,producto_28,9,373.17,2023-06-30
cliente_4484,producto_20,8,391.75,2023-09-14
cliente_162,producto_36,6,190.03,2023-10-13
cliente_4683,producto_6,3,137.71,2024-06-14
cliente_4424,producto_40,1,73.22,2024-05-24
cliente_850,producto_18,3,60.16,2024-01-03
cliente_1393,producto_27,6,98.49,2024-04-25
cliente_1827,producto_3,2,34.56,2023-09-21
cliente_4153,producto_22,9,147.65,2024-06-04
cliente_915,producto_50,10,210.66,2024-04-24
cliente_2271,producto_18,5,185.83,2023-07-29
cliente_4056,producto_4,8,772.1,2023-07-07
cliente_412,producto_14,2,38.94,2024-04-29
cliente_2093,producto_23,1,84.44,2023-07-17
cliente_2766,producto_19,6,572.71,2023-07-09
cliente_4068,producto_9,2,56.1,2023-11-02
cliente_1835,producto_7,7,611.42,2023-07-17
cliente_2933,producto_20,8,298.94,2023-10-18
cliente_4133,producto_6,4,367.08,2023-12-13
cliente_429,producto_20,2,96.96,2024-04-06
cliente_4117,producto_12,8,436.01,2023-07-17
cliente_412,producto_42,7,545.99,2023-11-27
cliente_4224,producto_24,10,984.67,2023-07-03
cliente_246,producto_13,8,755.4,2023-11-16
cliente_2775,producto_17,6,517.34,2024-05-18
cliente_238,producto_38,1,70.31,2023-07-14
cliente_971,producto_4,3,32.07,2023-07-11
cliente_2925,producto_24,6,102.5,2023-11-06
cliente_4757,producto_3,7,512.86,2024-02-09
cliente_338,producto_48,2,168.81,2023-07-01
cliente_415,producto_6,6,166.46,2024-03-08
cliente_856,producto_36,5,167.41,2023-08-30
cliente_2729,producto_20,3,209.7,2023-10-17
cliente_2377,producto_27,3,205.99,2024-06-05
cliente_688,producto_9,10,415.27,2023-10-26
cliente_2182,producto_18,6,329.88,2023-08-10
cliente_1519,producto_10,7,584.89,2023-12-31
cliente_3331,producto_42,6,191.42,2023-11-04
cliente_4663,producto_14,8,560.73,2023-11-16
cliente_3966,producto_22,9,679.83,2023-08-15
cliente_209,producto_46,8,207.17,2023-08-11
cliente_2654,producto_44,10,463.3,2024-01-10
cliente_4764,producto_6,6,413.81,2023-07-07
cliente_678,producto_44,5,233.04,2023-10-13
cliente_3735,producto_25,4,89.45,2024-04-04
cliente_1541,producto_45,3,258.47,2024-02-05
cliente_4424,producto_14,8,669.76,2023-10-22
cliente_569,producto_10,5,223.64,2023-12-26
cliente_2614,producto_7,7,552.96,2024-03-20
cliente_4598,producto_1,1,19.2,2024-01-24
cliente_1341,producto_48,10,600.04,2023-07-22
cliente_3708,producto_43,7,241.44,2023-10-28
cliente_810,producto_24,5,481.34,2024-02-03
cliente_862,producto_41,3,36.26,2024-06-11
cliente_1588,producto_13,1,83.81,2023-10-07
cliente_1077,producto_32,2,161.2,2023-08-27
cliente_3862,producto_7,6,333.04,2024-06-11
cliente_3092,producto_20,6,195.47,2024-01-02
cliente_241,producto_48,2,156.99,2023-10-30
cliente_4096,producto_14,4,381.48,2024-02-14
cliente_4724,producto_4,8,204.12,2023-08-09
cliente_363,producto_4,1,53.62,2023-10-01
cliente_959,producto_1,1,63.87,2024-02-02
cliente_3595,producto_29,3,242.92,2023-10-04
cliente_4655,producto_1,3,251.72,2024-02-04
cliente_1901,producto_39,8,358.55,2023-08-15
cliente_4027,producto_17,10,767.12,2024-02-29
cliente_4547,producto_23,9,771.64,2023-07-03
cliente_119,producto_11,7,231.97,2023-12-13
cliente_2067,producto_43,6,168.74,2024-02-21
cliente_4902,producto_24,1,14.9,2024-01-05
cliente_820,producto_18,9,625.58,2024-01-29
cliente_3969,producto_28,8,590.59,2023-10-21
cliente_3239,producto_18,2,141.93,2024-01-15
cliente_997,producto_42,9,308.0,2023-06-26
cliente_3703,producto_4,5,234.58,2023-10-27
cliente_3928,producto_30,8,381.34,2023-07-25
cliente_741,producto_50,7,436.66,2023-11-30
cliente_1839,producto_47,1,74.39,2023-10-02
cliente_4487,producto_17,9,663.81,2024-02-14
cliente_1944,producto_28,10,929.87,2024-02-13
cliente_3662,producto_26,2,48.9,2023-07-01
cliente_992,producto_5,10,786.14,2024-04-15
cliente_3612,producto_39,5,130.87,2023-12-12
cliente_548,producto_15,2,97.16,2024-03-28
cliente_2135,producto_38,9,894.56,2024-05-11
cliente_3602,producto_7,7,174.76,2023-06-30
cliente_3655,producto_14,6,339.78,2023-08-02
cliente_3698,producto_34,6,574.51,2023-10-18
cliente_2615,producto_9,9,493.48,2023-08-05
cliente_4547,producto_9,3,204.92,2024-03-02
cliente_3789,producto_33,4,128.38,2023-12-28
cliente_2173,producto_32,1,71.81,2024-04-23
cliente_384,producto_7,2,135.95,2023-10-01
cliente_1921,producto_1,5,317.83,2024-05-09
cliente_2860,producto_8,8,549.45,2024-04-02
cliente_4181,producto_17,3,200.35,2024-02-10
cliente_4710,producto_2,3,60.11,2024-03-17
cliente_526,producto_23,9,898.52,2024-02-25
cliente_2907,producto_41,6,434.79,2023-06-20
cliente_4752,producto_31,1,25.06,2024-06-12
cliente_3842,producto_41,8,134.85,2023-06-25
cliente_2797,producto_2,10,414.05,2024-02-17
cliente_1968,producto_12,9,331.24,2023-10-28
cliente_2169,producto_28,2,25.27,2024-04-21
cliente_2810,producto_6,6,94.87,2023-06-30
cliente_2345,producto_16,8,531.66,2023-11-14
cliente_2543,producto_44,5,188.5,2023-08-01
cliente_1943,producto_6,10,918.26,2023-11-14
cliente_3526,producto_40,3,113.21,2023-07-13
cliente_2485,producto_24,9,505.97,2024-03-18
cliente_2228,producto_47,3,222.91,2023-11-18
cliente_3567,producto_39,1,67.91,2024-02-14
cliente_2549,producto_49,7,336.95,2023-07-20
cliente_4108,producto_46,2,58.42,2023-09-29
cliente_1516,producto_4,5,338.08,2023-09-07
cliente_409,producto_30,4,240.71,2023-11-18
cliente_1970,producto_31,10,413.28,2024-03-29
cliente_936,producto_44,7,514.23,2024-05-25
cliente_2221,producto_44,6,386.85,2024-03-27
cliente_855,producto_19,8,701.78,2023-09-15
cliente_1628,producto_3,7,429.17,2023-09-07
cliente_1346,producto_16,4,352.1,2024-03-26
cliente_256,producto_14,7,379.65,2023-06-19
cliente_1998,producto_13,5,166.62,2023-09-17
cliente_4739,producto_11,8,529.84,2023-12-14
cliente_1601,producto_47,7,522.29,2023-12-13
cliente_210,producto_13,8,109.66,2023-10-15
cliente_2056,producto_12,9,435.26,2023-07-20
cliente_1499,producto_16,5,61.13,2024-04-12
cliente_2418,producto_39,6,179.64,2023-10-19
cliente_3797,producto_41,4,40.58,2023-06-17
cliente_3393,producto_35,10,811.37,2024-01-17
cliente_3027,producto_30,9,698.78,2023-09-17
cliente_1889,producto_17,9,421.89,2024-02-13
cliente_1619,producto_2,3,192.21,2024-03-13
cliente_3141,producto_21,10,656.65,2023-12-03
cliente_1633,producto_31,10,884.12,2024-03-23
cliente_668,producto_10,8,732.21,2024-05-09
cliente_3823,producto_31,3,266.62,2024-01-18
cliente_65,producto_35,5,268.94,2023-11-04
cliente_3938,producto_33,5,429.42,2024-01-19
cliente_4643,producto_47,4,314.86,2024-04-22
cliente_395,producto_11,10,546.1,2023-07-04
cliente_1349,producto_30,6,285.46,2023-10-01
cliente_2927,producto_17,10,526.5,2023-11-07
cliente_1794,producto_29,10,423.07,2024-03-27
cliente_4884,producto_42,10,261.22,2023-11-26
cliente_712,producto_42,2,86.25,2023-08-23
cliente_3406,producto_26,8,692.22,2023-10-07
cliente_2851,producto_23,3,192.73,2024-02-18
cliente_3788,producto_34,1,85.22,2023-06-26
cliente_1701,producto_45,6,450.75,2023-11-01
cliente_3728,producto_45,9,666.98,2024-06-14
cliente_2946,producto_22,9,683.99,2023-12-21
cliente_3339,producto_15,7,436.56,2023-12-07
cliente_149,producto_38,3,39.54,2024-03-19
cliente_4722,producto_11,10,515.62,2023-09-10
cliente_688,producto_29,2,189.13,2024-05-16
cliente_3245,producto_49,7,322.93,2024-01-27
cliente_3362,producto_17,7,82.52,2023-12-08
cliente_1759,producto_39,7,110.62,2024-06-07
cliente_3274,producto_24,5,479.26,2023-09-25
cliente_3540,producto_23,9,878.06,2023-09-18
cliente_835,producto_44,9,535.19,2024-06-05
cliente_4249,producto_44,7,75.14,2024-06-12
cliente_1820,producto_31,8,796.93,2023-07-03
cliente_2892,producto_28,8,453.92,2023-11-22
cliente_27,producto_33,6,296.84,2023-10-09
cliente_4616,producto_10,6,517.42,2024-01-30
cliente_4993,producto_32,6,352.61,2024-04-02
cliente_4938,producto_7,7,169.24,2024-03-26
cliente_3096,producto_30,2,178.1,2024-04-27
cliente_1188,producto_2,3,235.65,2023-10-14
cliente_391,producto_27,2,182.4,2023-09-21
cliente_1302,producto_1,3,279.93,2024-01-06
cliente_3177,producto_25,3,226.18,2023-10-22
cliente_254,producto_5,6,459.14,2024-05-04
cliente_1957,producto_34,6,426.1,2024-05-28
cliente_4501,producto_9,9,755.37,2023-12-08
cliente_1289,producto_36,1,35.47,2023-12-06
cliente_3540,producto_25,4,104.21,2024-03-09
cliente_3600,producto_16,9,618.06,2024-04-29
cliente_1160,producto_46,1,45.43,2024-03-25
cliente_3472,producto_24,8,89.37,2023-07-17
cliente_45,producto_38,4,128.92,2023-08-29
cliente_1221,producto_46,2,21.06,2024-02-08
cliente_511,producto_36,1,41.05,2024-03-28
cliente_1093,producto_29,10,596.62,2023-12-03
cliente_3024,producto_48,9,265.57,2023-10-18
cliente_2321,producto_11,2,145.34,2023-11-13
cliente_3932,producto_49,7,478.97,2024-05-02
cliente_2750,producto_46,10,712.17,2023-11-10
cliente_2022,producto_49,9,617.77,2024-02-29
cliente_2395,producto_41,8,655.1,2023-11-05
cliente_3265,producto_18,2,63.31,2023-11-18
cliente_874,producto_46,3,251.8,2023-12-17
cliente_4770,producto_41,5,389.42,2023-06-22
cliente_539,producto_35,3,54.37,2024-06-10
cliente_3546,producto_34,9,613.35,2024-01-02
cliente_1799,producto_37,1,97.03,2024-05-31
cliente_3648,producto_46,5,302.69,2023-07-04
cliente_3266,producto_15,10,172.44,2024-03-19
cliente_4669,producto_1,3,84.36,2023-08-15
cliente_2413,producto_36,1,54.56,2024-03-30
cliente_1038,producto_29,5,299.69,2024-06-03
cliente_321,producto_20,10,618.08,2024-02-11
cliente_3527,producto_39,9,203.99,2024-01-10
cliente_4516,producto_44,9,656.57,2023-12-17
cliente_4702,producto_43,1,55.59,2023-07-10
cliente_1198,producto_10,9,166.44,2024-02-01
cliente_1537,producto_28,3,115.71,2024-02-20
cliente_2169,producto_37,2,128.98,2023-09-22
cliente_1353,producto_43,1,81.49,2024-02-23
cliente_3999,producto_21,9,529.42,2023-11-27
cliente_4841,producto_25,3,194.51,2024-04-29
cliente_541,producto_35,10,943.19,2023-07-08
cliente_4384,producto_2,8,733.39,2023-08-17
cliente_2995,producto_8,1,27.23,2023-12-12
cliente_948,producto_28,9,620.21,2023-08-11
cliente_3584,producto_18,2,171.24,2023-09-25
cliente_2912,producto_20,8,344.98,2024-01-10
cliente_520,producto_48,5,68.82,2023-10-21
cliente_1900,producto_40,4,392.8,2024-04-06
cliente_4116,producto_42,6,588.36,2024-02-23
cliente_3386,producto_28,3,253.67,2024-01-17
cliente_2099,producto_7,3,231.27,2023-10-23
cliente_1502,producto_15,10,744.71,2023-08-09
cliente_1404,producto_11,8,582.05,2024-04-09
cliente_4119,producto_17,5,303.63,2024-03-05
cliente_2404,producto_15,9,871.84,2024-04-22
cliente_2080,producto_39,7,221.31,2023-08-08
cliente_3917,producto_3,3,77.07,2023-10-02
cliente_4572,producto_42,3,149.18,2023-10-25
cliente_3228,producto_44,1,99.72,2023-07-04
cliente_2143,producto_35,10,950.81,2024-05-21
cliente_3627,producto_4,3,228.33,2024-01-23
cliente_1043,producto_49,8,83.19,2023-06-20
cliente_943,producto_45,4,148.72,2023-07-01
cliente_2401,producto_38,9,195.94,2023-08-11
cliente_4857,producto_27,6,347.8,2023-07-30
cliente_291,producto_21,2,83.9,2024-02-07
cliente_4004,producto_45,7,500.96,2023-08-07
cliente_2053,producto_5,9,342.75,2023-09-06
cliente_2823,producto_48,7,198.42,2024-02-23
cliente_3372,producto_11,1,82.48,2024-06-04
cliente_402,producto_37,4,207.58,2023-09-25
cliente_4011,producto_11,10,867.25,2023-08-25
cliente_3432,producto_45,9,392.13,2023-11-16
cliente_507,producto_16,6,199.98,2024-05-19
cliente_924,producto_4,6,210.61,2024-01-14
cliente_4417,producto_16,3,200.06,2024-03-29
cliente_4073,producto_50,2,22.27,2024-06-14
cliente_4408,producto_1,2,173.95,2023-08-21
cliente_134,producto_9,3,46.17,2024-06-14
cliente_646,producto_8,3,171.71,2024-04-21
cliente_2111,producto_8,7,186.35,2023-10-21
cliente_2017,producto_36,7,530.2,2023-07-03
cliente_4296,producto_23,1,90.4,2024-01-11
cliente_2826,producto_36,7,296.34,2023-06-18
cliente_891,producto_47,1,35.82,2024-04-04
cliente_4565,producto_21,2,102.62,2023-12-21
cliente_1692,producto_10,9,617.9,2023-12-10
cliente_2509,producto_18,3,44.02,2024-02-23
cliente_622,producto_18,9,837.28,2023-10-27
cliente_388,producto_31,5,489.43,2023-06-24
cliente_1076,producto_16,4,57.63,2024-01-12
cliente_553,producto_40,9,393.21,2024-04-24
cliente_4702,producto_38,6,284.93,2023-06-16
cliente_1833,producto_45,6,559.85,2023-10-29
cliente_1582,producto_46,6,374.45,2024-05-12
cliente_3816,producto_6,10,640.73,2023-12-21
cliente_4747,producto_24,8,114.44,2023-11-16
cliente_4609,producto_43,5,437.43,2023-10-16
cliente_518,producto_22,9,543.3,2023-06-15
cliente_2591,producto_43,2,33.41,2023-08-18
cliente_4776,producto_47,3,51.76,2023-07-16
cliente_955,producto_20,3,94.67,2024-05-17
cliente_2328,producto_32,9,751.25,2023-06-26
cliente_849,producto_9,8,337.04,2024-03-24
cliente_1550,producto_33,5,102.76,2023-07-07
cliente_4198,producto_18,8,658.52,2024-01-05
cliente_1474,producto_43,5,139.87,2023-11-29
cliente_3062,producto_8,8,152.78,2024-03-24
cliente_227,producto_27,1,18.96,2023-07-08
cliente_3037,producto_48,7,590.54,2024-05-13
cliente_4541,producto_31,6,101.11,2023-07-31
cliente_4722,producto_27,3,219.03,2024-01-07
cliente_4361,producto_38,8,672.34,2023-12-03
cliente_2690,producto_50,4,242.44,2023-10-11
cliente_2229,producto_14,3,188.49,2024-05-30
cliente_4803,producto_33,8,534.64,2023-07-25
cliente_3716,producto_39,7,376.86,2023-09-22
cliente_2105,producto_8,6,412.48,2023-12-07
cliente_2969,producto_31,5,333.52,2024-01-10
cliente_4963,producto_45,7,491.83,2023-09-21
cliente_4669,producto_24,9,467.84,2023-12-12
cliente_3624,producto_27,4,81.04,2023-07-23
cliente_3905,producto_10,6,452.81,2023-06-21
cliente_3282,producto_10,3,41.14,2024-02-23
cliente_1136,producto_18,9,291.23,2024-05-17
cliente_1705,producto_1,5,58.95,2023-10-02
cliente_3715,producto_39,1,60.1,2024-03-10
cliente_2865,producto_44,7,414.84,2024-04-23
cliente_582,producto_47,9,897.17,2023-09-06
cliente_2400,producto_24,6,256.75,2023-07-08
cliente_1792,producto_23,9,222.13,2023-11-28
cliente_4058,producto_39,1,38.65,2024-01-19
cliente_3610,producto_32,10,133.18,2024-03-30
cliente_2925,producto_26,3,235.82,2023-09-24
cliente_788,producto_7,5,98.99,2023-10-16
cliente_2327,producto_32,5,129.81,2024-06-09
cliente_1707,producto_32,8,419.89,2023-07-11
cliente_3743,producto_15,2,95.93,2023-11-29
cliente_3153,producto_30,6,547.0,2023-08-02
cliente_3867,producto_2,2,127.21,2024-04-21
cliente_4646,producto_1,7,236.57,2023-08-06
cliente_3627,producto_1,8,136.45,2024-04-07
cliente_3143,producto_30,9,634.94,2023-06-28
cliente_1088,producto_25,10,790.55,2023-08-20
cliente_612,producto_17,9,326.6,2024-03-21
cliente_2832,producto_40,6,456.76,2023-10-24
cliente_1752,producto_33,5,160.05,2023-10-26
cliente_2064,producto_33,6,361.86,2024-04-02
cliente_2017,producto_32,5,443.91,2024-03-03
cliente_4720,producto_10,7,412.17,2023-10-19
cliente_3741,producto_36,3,127.09,2024-06-10
cliente_829,producto_2,2,198.86,2024-06-14
cliente_4755,producto_42,5,315.21,2024-02-05
cliente_1022,producto_30,4,335.03,2023-10-26
cliente_4831,producto_41,10,375.85,2024-02-22
cliente_2921,producto_48,6,419.49,2023-08-27
cliente_1101,producto_20,6,335.3,2024-04-17
cliente_1512,producto_39,6,277.14,2023-09-17
cliente_1126,producto_21,8,98.2,2024-02-19
cliente_649,producto_37,5,467.68,2024-02-22
cliente_3366,producto_31,3,241.33,2023-10-06
cliente_4438,producto_48,2,138.45,2024-02-13
cliente_4634,producto_29,3,249.01,2023-07-09
cliente_4994,producto_7,4,174.89,2023-12-18
cliente_4267,producto_42,9,615.41,2023-07-19
cliente_3790,producto_40,10,286.92,2024-04-13
cliente_1057,producto_3,5,140.25,2023-10-19
cliente_1973,producto_42,10,191.03,2023-09-13
cliente_41,producto_43,9,96.81,2024-02-03
cliente_4918,producto_18,8,144.67,2024-01-08
cliente_2325,producto_45,4,338.04,2024-05-11
cliente_4137,producto_36,6,395.14,2024-05-11
cliente_775,producto_29,3,231.96,2024-01-27
cliente_3517,producto_4,10,762.31,2023-10-17
cliente_1105,producto_12,6,173.1,2024-05-12
cliente_1827,producto_17,9,441.87,2023-09-17
cliente_565,producto_37,2,130.93,2023-08-31
cliente_1107,producto_11,3,208.48,2024-03-11
cliente_4964,producto_2,10,310.9,2023-11-30
cliente_2187,producto_30,1,59.71,2023-08-28
cliente_122,producto_18,4,315.02,2024-03-21
cliente_139,producto_12,1,28.17,2023-08-22
cliente_2842,producto_32,9,291.93,2023-07-23
cliente_4234,producto_26,9,295.11,2024-04-17
cliente_864,producto_30,10,267.82,2024-04-04
cliente_2250,producto_49,6,255.32,2024-02-23
cliente_1385,producto_23,2,115.91,2023-06-22
cliente_3913,producto_25,8,768.08,2024-01-20
cliente_1406,producto_34,3,135.9,2024-04-26
cliente_2765,producto_28,7,695.03,2024-03-26
cliente_2608,producto_44,8,253.64,2023-09-23
cliente_3467,producto_42,2,172.68,2023-09-06
cliente_2405,producto_43,2,83.79,2023-11-02
cliente_2460,producto_5,8,557.21,2023-06-29
cliente_266,producto_43,1,77.52,2023-11-07
cliente_3273,producto_32,5,264.16,2023-09-11
cliente_2631,producto_18,10,603.7,2023-06-19
cliente_994,producto_39,7,434.46,2023-12-15
cliente_3612,producto_15,8,395.75,2023-06-29
cliente_3759,producto_30,9,898.7,2023-12-30
cliente_2378,producto_37,10,163.46,2024-05-05
cliente_3371,producto_50,8,730.37,2024-01-17
cliente_4162,producto_41,6,65.64,2023-10-30
cliente_2338,producto_2,2,131.56,2023-07-19
cliente_3448,producto_45,7,619.71,2024-05-14
cliente_2755,producto_9,6,152.69,2023-12-14
cliente_3404,producto_26,9,707.79,2024-02-12
cliente_3072,producto_26,8,667.35,2024-06-14
cliente_4935,producto_24,3,228.04,2023-11-05
cliente_4215,producto_49,4,285.75,2024-04-08
cliente_1485,producto_17,9,740.68,2024-02-07
cliente_2318,producto_35,10,510.23,2023-10-10
cliente_553,producto_44,7,688.1,2023-10-10
cliente_1485,producto_26,4,52.16,2023-08-28
cliente_4739,producto_29,1,44.89,2023-11-27
cliente_4226,producto_30,1,62.28,2024-04-01
cliente_757,producto_22,6,402.53,2024-03-31
cliente_4225,producto_31,4,375.69,2024-01-22
cliente_1245,producto_3,1,54.7,2024-05-28
cliente_4960,producto_31,6,323.07,2023-11-13
cliente_3928,producto_36,9,592.31,2024-04-27
cliente_1185,producto_15,3,131.46,2023-09-17
cliente_3597,producto_3,2,108.03,2023-06-21
cliente_903,producto_39,1,39.13,2024-03-04
cliente_3712,producto_41,10,396.98,2023-11-28
cliente_643,producto_26,10,984.27,2024-05-10
cliente_668,producto_18,8,288.02,2023-06-30
cliente_4086,producto_14,3,183.45,2023-11-07
cliente_4609,producto_32,5,320.62,2024-04-29
cliente_4226,producto_26,2,108.73,2024-01-11
cliente_4567,producto_31,8,753.94,2024-05-22
cliente_4707,producto_15,3,181.74,2024-04-03
cliente_4761,producto_31,8,541.49,2023-09-18
cliente_151,producto_2,3,190.78,2024-04-09
cliente_1838,producto_29,6,119.58,2023-07-27
cliente_2902,producto_33,8,324.15,2024-01-12
cliente_66,producto_30,1,24.32,2024-04-04
cliente_4958,producto_13,6,300.9,2024-05-12
cliente_1545,producto_10,2,101.85,2024-01-27
cliente_3484,producto_35,4,308.2,2024-02-17
cliente_275,producto_1,5,88.79,2024-06-07
cliente_3431,producto_4,7,492.89,2023-12-01
cliente_4240,producto_49,2,139.48,2024-01-12
cliente_2766,producto_12,7,415.17,2023-10-28
cliente_4965,producto_13,7,598.41,2023-11-15
cliente_583,producto_19,8,439.93,2023-07-21
cliente_3051,producto_15,1,54.55,2023-11-18
cliente_2965,producto_31,9,445.57,2023-12-22
cliente_3267,producto_47,7,428.44,2023-06-26
cliente_2705,producto_33,6,239.82,2024-05-19
cliente_2221,producto_37,4,286.63,2024-05-28
cliente_3684,producto_8,2,149.22,2024-02-27
cliente_1810,producto_36,9,439.02,2023-07-10
cliente_4710,producto_34,6,233.99,2023-11-20
cliente_2498,producto_16,6,144.66,2023-09-26
cliente_3378,producto_42,8,441.18,2023-09-19
cliente_2113,producto_17,8,345.63,2023-12-02
cliente_4841,producto_31,8,219.92,2023-12-20
cliente_2536,producto_36,5,100.55,2023-12-21
cliente_2790,producto_7,7,382.33,2023-12-12
cliente_2586,producto_15,4,202.5,2023-06-28
cliente_3884,producto_45,1,47.28,2023-10-27
cliente_4375,producto_45,9,404.39,2023-09-16
cliente_4300,producto_42,9,841.45,2024-05-26
cliente_304,producto_34,10,634.21,2024-01-25
cliente_3579,producto_48,10,629.81,2024-02-17
cliente_1808,producto_21,9,669.0,2023-09-12
cliente_3489,producto_23,10,651.03,2024-03-04
cliente_592,producto_18,1,38.72,2023-07-13
cliente_1393,producto_20,2,100.82,2023-07-01
cliente_1293,producto_13,6,400.0,2023-09-22
cliente_4384,producto_8,3,82.76,2023-09-24
cliente_395,producto_4,6,221.34,2024-06-07
cliente_4839,producto_27,2,48.02,2023-10-13
cliente_2732,producto_12,3,58.08,2023-08-22
cliente_4432,producto_42,5,92.99,2024-02-18
cliente_22,producto_37,9,349.38,2023-07-16
cliente_473,producto_24,1,67.28,2024-06-12
cliente_4638,producto_41,8,198.42,2023-09-24
cliente_2510,producto_9,5,183.5,2023-09-26
cliente_1958,producto_31,9,369.07,2023-12-30
cliente_3654,producto_17,7,121.29,2024-01-03
cliente_2803,producto_16,7,295.37,2023-09-02
cliente_307,producto_27,8,403.37,2023-12-21
cliente_4297,producto_13,6,104.41,2024-04-30
cliente_4203,producto_21,5,334.11,2024-03-23
cliente_3874,producto_27,6,77.03,2023-11-14
cliente_4210,producto_12,6,290.88,2023-08-04
cliente_3875,producto_18,8,399.84,2024-06-11
cliente_2296,producto_11,7,310.08,2024-01-24
cliente_768,producto_9,10,608.9,2023-07-30
cliente_1521,producto_25,8,193.98,2024-02-25
cliente_4228,producto_21,7,211.01,2023-07-10
cliente_136,producto_12,8,307.5,2023-07-19
